category,product_name,material_score,carbon_footprint,packaging,tip
Electronics,LED Bulb,5,7,3,Switch to LED bulbs for lower energy usage.
Kitchen,Steel Water Bottle,6,6,2,Refill instead of buying plastic bottles.
Electronics,Laptop,10,10,1,Use energy-saving mode to reduce power consumption.
Automotive,Eco Car Wash Shampoo,5,3,5,Biodegradable car wash soap.
Sports,Recycled Yoga Mat,9,5,4,Made from sustainable materials.
Toys,Wooden Blocks,8,10,4,Eco-friendly alternative to plastic toys.
Electronics,LED Bulb,10,3,4,Switch to LED bulbs for lower energy usage.
Clothing,Cotton Shirt,8,10,5,Wash with cold water to save energy.
Kitchen,Steel Water Bottle,9,8,1,Refill instead of buying plastic bottles.
Beauty,Lipstick,5,5,5,Opt for refillable lipstick cases to reduce waste.
Stationery,Pen,10,8,1,Refillable pens reduce plastic waste.
Sports,Recycled Yoga Mat,7,1,4,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,6,9,3,Biodegradable car wash soap.
Healthcare,Reusable Cotton Pads,8,8,2,Replace disposable wipes with reusable ones.
Clothing,Handkerchief,8,4,2,Reuse and wash instead of using tissues.
Gardening,Compost Bin,5,2,2,Convert kitchen waste into compost.
Furniture,Bamboo Chair,7,2,5,Sustainable alternative to plastic furniture.
Gardening,Compost Bin,5,9,5,Convert kitchen waste into compost.
Kitchen,Steel Water Bottle,10,10,2,Refill instead of buying plastic bottles.
Clothing,Handkerchief,8,5,1,Reuse and wash instead of using tissues.
Household,Bamboo Toothbrush,5,4,2,Switch to biodegradable toothbrushes.
Stationery,Notebook,5,7,1,Use recycled paper notebooks.
Beauty,Lipstick,7,7,4,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,8,9,5,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,7,5,5,Made from sustainable materials.
Groceries,Reusable Bag,8,3,2,Avoid plastic bags by carrying a reusable one.
Sports,Recycled Yoga Mat,6,6,3,Made from sustainable materials.
Clothing,Handkerchief,9,1,4,Reuse and wash instead of using tissues.
Sports,Recycled Yoga Mat,7,10,1,Made from sustainable materials.
Clothing,Handkerchief,9,8,3,Reuse and wash instead of using tissues.
Gardening,Compost Bin,10,3,4,Convert kitchen waste into compost.
Furniture,Bamboo Chair,9,2,2,Sustainable alternative to plastic furniture.
Gardening,Compost Bin,9,6,5,Convert kitchen waste into compost.
Kitchen,Steel Water Bottle,5,7,3,Refill instead of buying plastic bottles.
Groceries,Reusable Bag,7,10,5,Avoid plastic bags by carrying a reusable one.
Clothing,Handkerchief,6,8,3,Reuse and wash instead of using tissues.
Groceries,Reusable Bag,9,2,4,Avoid plastic bags by carrying a reusable one.
Kitchen,Wooden Spoon,6,1,2,Use biodegradable wooden spoons instead of plastic.
Sports,Recycled Yoga Mat,9,7,1,Made from sustainable materials.
Beauty,Lipstick,8,4,2,Opt for refillable lipstick cases to reduce waste.
Furniture,Bamboo Chair,9,1,4,Sustainable alternative to plastic furniture.
Clothing,Cotton Shirt,10,2,4,Wash with cold water to save energy.
Household,Bamboo Toothbrush,9,4,1,Switch to biodegradable toothbrushes.
Stationery,Pen,9,5,5,Refillable pens reduce plastic waste.
Toys,Wooden Blocks,5,3,3,Eco-friendly alternative to plastic toys.
Kitchen,Steel Water Bottle,9,2,2,Refill instead of buying plastic bottles.
Household,Bamboo Toothbrush,7,3,5,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,10,6,5,Switch to biodegradable toothbrushes.
Furniture,Bamboo Chair,8,1,4,Sustainable alternative to plastic furniture.
Gardening,Compost Bin,8,8,3,Convert kitchen waste into compost.
Gardening,Compost Bin,10,7,4,Convert kitchen waste into compost.
Kitchen,Steel Water Bottle,9,1,4,Refill instead of buying plastic bottles.
Toys,Wooden Blocks,7,1,2,Eco-friendly alternative to plastic toys.
Kitchen,Wooden Spoon,7,3,5,Use biodegradable wooden spoons instead of plastic.
Stationery,Pen,5,7,2,Refillable pens reduce plastic waste.
Healthcare,Reusable Cotton Pads,5,10,4,Replace disposable wipes with reusable ones.
Furniture,Bamboo Chair,8,1,4,Sustainable alternative to plastic furniture.
Sports,Recycled Yoga Mat,6,6,2,Made from sustainable materials.
Groceries,Reusable Bag,9,6,1,Avoid plastic bags by carrying a reusable one.
Groceries,Reusable Bag,7,10,3,Avoid plastic bags by carrying a reusable one.
Toys,Wooden Blocks,6,3,2,Eco-friendly alternative to plastic toys.
Stationery,Pen,6,1,1,Refillable pens reduce plastic waste.
Automotive,Eco Car Wash Shampoo,6,10,3,Biodegradable car wash soap.
Furniture,Bamboo Chair,6,10,1,Sustainable alternative to plastic furniture.
Kitchen,Wooden Spoon,7,4,4,Use biodegradable wooden spoons instead of plastic.
Automotive,Eco Car Wash Shampoo,6,2,3,Biodegradable car wash soap.
Groceries,Reusable Bag,10,4,2,Avoid plastic bags by carrying a reusable one.
Automotive,Eco Car Wash Shampoo,7,6,4,Biodegradable car wash soap.
Healthcare,Reusable Cotton Pads,5,6,2,Replace disposable wipes with reusable ones.
Kitchen,Wooden Spoon,6,8,2,Use biodegradable wooden spoons instead of plastic.
Clothing,Cotton Shirt,9,1,2,Wash with cold water to save energy.
Kitchen,Steel Water Bottle,7,10,5,Refill instead of buying plastic bottles.
Stationery,Notebook,5,3,5,Use recycled paper notebooks.
Kitchen,Wooden Spoon,8,5,2,Use biodegradable wooden spoons instead of plastic.
Automotive,Eco Car Wash Shampoo,7,6,4,Biodegradable car wash soap.
Household,Bamboo Toothbrush,5,6,4,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,6,4,2,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,5,1,5,Switch to biodegradable toothbrushes.
Clothing,Handkerchief,5,10,5,Reuse and wash instead of using tissues.
Healthcare,Reusable Cotton Pads,5,5,3,Replace disposable wipes with reusable ones.
Electronics,LED Bulb,6,8,1,Switch to LED bulbs for lower energy usage.
Sports,Recycled Yoga Mat,6,8,4,Made from sustainable materials.
Sports,Recycled Yoga Mat,10,4,3,Made from sustainable materials.
Furniture,Bamboo Chair,5,8,1,Sustainable alternative to plastic furniture.
Furniture,Bamboo Chair,10,9,1,Sustainable alternative to plastic furniture.
Gardening,Compost Bin,7,4,3,Convert kitchen waste into compost.
Groceries,Reusable Bag,7,7,3,Avoid plastic bags by carrying a reusable one.
Clothing,Cotton Shirt,8,1,5,Wash with cold water to save energy.
Toys,Wooden Blocks,9,10,5,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,9,4,4,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,8,9,3,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,9,4,5,Made from sustainable materials.
Kitchen,Wooden Spoon,7,3,3,Use biodegradable wooden spoons instead of plastic.
Stationery,Pen,10,3,5,Refillable pens reduce plastic waste.
Stationery,Pen,8,4,3,Refillable pens reduce plastic waste.
Household,Bamboo Toothbrush,7,4,5,Switch to biodegradable toothbrushes.
Clothing,Cotton Shirt,6,8,5,Wash with cold water to save energy.
Sports,Recycled Yoga Mat,10,10,3,Made from sustainable materials.
Electronics,LED Bulb,7,5,1,Switch to LED bulbs for lower energy usage.
Stationery,Notebook,8,7,4,Use recycled paper notebooks.
Gardening,Compost Bin,8,5,3,Convert kitchen waste into compost.
Toys,Wooden Blocks,9,4,1,Eco-friendly alternative to plastic toys.
Household,Bamboo Toothbrush,8,3,3,Switch to biodegradable toothbrushes.
Healthcare,Reusable Cotton Pads,5,1,1,Replace disposable wipes with reusable ones.
Electronics,LED Bulb,9,2,5,Switch to LED bulbs for lower energy usage.
Sports,Recycled Yoga Mat,5,9,2,Made from sustainable materials.
Stationery,Notebook,8,6,4,Use recycled paper notebooks.
Clothing,Cotton Shirt,10,1,3,Wash with cold water to save energy.
Toys,Wooden Blocks,5,1,1,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,6,8,2,Convert kitchen waste into compost.
Beauty,Lipstick,5,5,2,Opt for refillable lipstick cases to reduce waste.
Household,Bamboo Toothbrush,6,4,5,Switch to biodegradable toothbrushes.
Clothing,Handkerchief,7,2,1,Reuse and wash instead of using tissues.
Kitchen,Wooden Spoon,9,3,5,Use biodegradable wooden spoons instead of plastic.
Healthcare,Reusable Cotton Pads,8,6,1,Replace disposable wipes with reusable ones.
Clothing,Handkerchief,10,8,3,Reuse and wash instead of using tissues.
Kitchen,Steel Water Bottle,10,2,2,Refill instead of buying plastic bottles.
Furniture,Bamboo Chair,7,8,4,Sustainable alternative to plastic furniture.
Kitchen,Wooden Spoon,9,4,3,Use biodegradable wooden spoons instead of plastic.
Gardening,Compost Bin,7,8,4,Convert kitchen waste into compost.
Clothing,Cotton Shirt,7,6,2,Wash with cold water to save energy.
Sports,Recycled Yoga Mat,5,7,3,Made from sustainable materials.
Kitchen,Wooden Spoon,8,6,1,Use biodegradable wooden spoons instead of plastic.
Beauty,Lipstick,9,6,2,Opt for refillable lipstick cases to reduce waste.
Automotive,Eco Car Wash Shampoo,6,3,2,Biodegradable car wash soap.
Kitchen,Steel Water Bottle,10,2,5,Refill instead of buying plastic bottles.
Healthcare,Reusable Cotton Pads,10,3,1,Replace disposable wipes with reusable ones.
Clothing,Cotton Shirt,6,8,4,Wash with cold water to save energy.
Sports,Recycled Yoga Mat,10,4,3,Made from sustainable materials.
Household,Bamboo Toothbrush,5,3,5,Switch to biodegradable toothbrushes.
Electronics,LED Bulb,10,2,3,Switch to LED bulbs for lower energy usage.
Toys,Wooden Blocks,9,8,3,Eco-friendly alternative to plastic toys.
Groceries,Reusable Bag,5,5,1,Avoid plastic bags by carrying a reusable one.
Electronics,Laptop,8,3,5,Use energy-saving mode to reduce power consumption.
Household,Bamboo Toothbrush,10,6,1,Switch to biodegradable toothbrushes.
Sports,Recycled Yoga Mat,9,10,2,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,8,10,2,Biodegradable car wash soap.
Stationery,Pen,8,5,5,Refillable pens reduce plastic waste.
Household,Bamboo Toothbrush,5,4,2,Switch to biodegradable toothbrushes.
Toys,Wooden Blocks,8,4,4,Eco-friendly alternative to plastic toys.
Beauty,Lipstick,7,7,4,Opt for refillable lipstick cases to reduce waste.
Healthcare,Reusable Cotton Pads,10,1,4,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,6,5,2,Biodegradable car wash soap.
Stationery,Notebook,5,6,2,Use recycled paper notebooks.
Clothing,Handkerchief,9,6,3,Reuse and wash instead of using tissues.
Kitchen,Wooden Spoon,10,9,2,Use biodegradable wooden spoons instead of plastic.
Beauty,Lipstick,9,4,5,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,10,3,4,Eco-friendly alternative to plastic toys.
Stationery,Notebook,6,2,2,Use recycled paper notebooks.
Furniture,Bamboo Chair,9,9,4,Sustainable alternative to plastic furniture.
Furniture,Bamboo Chair,5,10,4,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,8,7,4,Switch to biodegradable toothbrushes.
Electronics,Laptop,10,2,4,Use energy-saving mode to reduce power consumption.
Healthcare,Reusable Cotton Pads,8,5,1,Replace disposable wipes with reusable ones.
Beauty,Lipstick,7,1,5,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,10,7,2,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,7,3,5,Convert kitchen waste into compost.
Kitchen,Wooden Spoon,9,5,5,Use biodegradable wooden spoons instead of plastic.
Automotive,Eco Car Wash Shampoo,5,2,5,Biodegradable car wash soap.
Furniture,Bamboo Chair,7,3,3,Sustainable alternative to plastic furniture.
Electronics,Laptop,8,1,4,Use energy-saving mode to reduce power consumption.
Furniture,Bamboo Chair,6,10,3,Sustainable alternative to plastic furniture.
Kitchen,Wooden Spoon,8,3,1,Use biodegradable wooden spoons instead of plastic.
Furniture,Bamboo Chair,9,4,5,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,5,9,1,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,9,8,5,Made from sustainable materials.
Toys,Wooden Blocks,5,1,5,Eco-friendly alternative to plastic toys.
Stationery,Pen,5,10,4,Refillable pens reduce plastic waste.
Beauty,Lipstick,10,7,4,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,10,6,5,Opt for refillable lipstick cases to reduce waste.
Clothing,Handkerchief,7,8,3,Reuse and wash instead of using tissues.
Electronics,LED Bulb,8,9,5,Switch to LED bulbs for lower energy usage.
Household,Bamboo Toothbrush,7,9,1,Switch to biodegradable toothbrushes.
Kitchen,Steel Water Bottle,10,5,5,Refill instead of buying plastic bottles.
Beauty,Lipstick,9,8,5,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,10,3,4,Made from sustainable materials.
Groceries,Reusable Bag,8,8,3,Avoid plastic bags by carrying a reusable one.
Electronics,LED Bulb,10,8,4,Switch to LED bulbs for lower energy usage.
Beauty,Lipstick,6,3,5,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,10,5,4,Made from sustainable materials.
Household,Bamboo Toothbrush,8,7,3,Switch to biodegradable toothbrushes.
Electronics,LED Bulb,8,7,3,Switch to LED bulbs for lower energy usage.
Groceries,Reusable Bag,9,5,4,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,9,5,3,Replace disposable wipes with reusable ones.
Groceries,Reusable Bag,6,1,5,Avoid plastic bags by carrying a reusable one.
Stationery,Notebook,10,4,5,Use recycled paper notebooks.
Gardening,Compost Bin,9,6,4,Convert kitchen waste into compost.
Furniture,Bamboo Chair,5,10,4,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,7,10,2,Replace disposable wipes with reusable ones.
Household,Bamboo Toothbrush,8,3,3,Switch to biodegradable toothbrushes.
Clothing,Cotton Shirt,10,2,5,Wash with cold water to save energy.
Clothing,Handkerchief,9,10,1,Reuse and wash instead of using tissues.
Gardening,Compost Bin,6,1,5,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,7,9,4,Replace disposable wipes with reusable ones.
Healthcare,Reusable Cotton Pads,8,3,1,Replace disposable wipes with reusable ones.
Healthcare,Reusable Cotton Pads,8,9,5,Replace disposable wipes with reusable ones.
Furniture,Bamboo Chair,7,3,1,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,7,10,3,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,7,8,4,Made from sustainable materials.
Electronics,Laptop,10,2,2,Use energy-saving mode to reduce power consumption.
Beauty,Lipstick,8,6,2,Opt for refillable lipstick cases to reduce waste.
Automotive,Eco Car Wash Shampoo,7,4,3,Biodegradable car wash soap.
Healthcare,Reusable Cotton Pads,8,8,2,Replace disposable wipes with reusable ones.
Clothing,Handkerchief,8,5,5,Reuse and wash instead of using tissues.
Furniture,Bamboo Chair,8,7,2,Sustainable alternative to plastic furniture.
Kitchen,Wooden Spoon,8,9,5,Use biodegradable wooden spoons instead of plastic.
Toys,Wooden Blocks,6,1,2,Eco-friendly alternative to plastic toys.
Household,Bamboo Toothbrush,9,8,2,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,5,9,4,Switch to biodegradable toothbrushes.
Automotive,Eco Car Wash Shampoo,9,1,5,Biodegradable car wash soap.
Gardening,Compost Bin,10,3,4,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,10,1,4,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,6,9,1,Biodegradable car wash soap.
Gardening,Compost Bin,10,5,3,Convert kitchen waste into compost.
Automotive,Eco Car Wash Shampoo,7,8,2,Biodegradable car wash soap.
Clothing,Handkerchief,7,9,3,Reuse and wash instead of using tissues.
Stationery,Notebook,5,2,3,Use recycled paper notebooks.
Electronics,Laptop,5,5,2,Use energy-saving mode to reduce power consumption.
Toys,Wooden Blocks,5,9,5,Eco-friendly alternative to plastic toys.
Furniture,Bamboo Chair,9,10,1,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,6,9,2,Biodegradable car wash soap.
Groceries,Reusable Bag,6,6,4,Avoid plastic bags by carrying a reusable one.
Sports,Recycled Yoga Mat,7,10,3,Made from sustainable materials.
Toys,Wooden Blocks,5,9,3,Eco-friendly alternative to plastic toys.
Furniture,Bamboo Chair,9,6,3,Sustainable alternative to plastic furniture.
Furniture,Bamboo Chair,9,9,3,Sustainable alternative to plastic furniture.
Toys,Wooden Blocks,10,4,3,Eco-friendly alternative to plastic toys.
Household,Bamboo Toothbrush,7,4,2,Switch to biodegradable toothbrushes.
Gardening,Compost Bin,8,3,2,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,7,3,4,Replace disposable wipes with reusable ones.
Electronics,Laptop,5,6,2,Use energy-saving mode to reduce power consumption.
Gardening,Compost Bin,7,7,5,Convert kitchen waste into compost.
Household,Bamboo Toothbrush,5,3,5,Switch to biodegradable toothbrushes.
Furniture,Bamboo Chair,6,8,2,Sustainable alternative to plastic furniture.
Clothing,Handkerchief,5,5,2,Reuse and wash instead of using tissues.
Clothing,Cotton Shirt,6,7,5,Wash with cold water to save energy.
Kitchen,Steel Water Bottle,10,10,2,Refill instead of buying plastic bottles.
Groceries,Reusable Bag,9,5,3,Avoid plastic bags by carrying a reusable one.
Gardening,Compost Bin,8,9,3,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,7,3,5,Replace disposable wipes with reusable ones.
Stationery,Pen,5,8,2,Refillable pens reduce plastic waste.
Automotive,Eco Car Wash Shampoo,10,1,5,Biodegradable car wash soap.
Automotive,Eco Car Wash Shampoo,5,10,4,Biodegradable car wash soap.
Sports,Recycled Yoga Mat,5,10,2,Made from sustainable materials.
Gardening,Compost Bin,10,1,2,Convert kitchen waste into compost.
Sports,Recycled Yoga Mat,7,4,1,Made from sustainable materials.
Healthcare,Reusable Cotton Pads,5,7,5,Replace disposable wipes with reusable ones.
Toys,Wooden Blocks,7,7,2,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,10,4,4,Replace disposable wipes with reusable ones.
Beauty,Lipstick,10,6,5,Opt for refillable lipstick cases to reduce waste.
Electronics,LED Bulb,5,3,3,Switch to LED bulbs for lower energy usage.
Gardening,Compost Bin,5,3,5,Convert kitchen waste into compost.
